tracking_number,shipment_date,estimated_delivery,actual_delivery,origin_city,destination_city,weight_kg,pieces,status,customer_email,driver_employee_id,route_code,carrier_tracking_number,delivery_notes
FF-100169,2024-07-02,07/07/2024,2024-07-09,San Bernardino,Los Angeles,43.69,43,DELIVERED,greenjorge@example.com,EMP-020,RT-007,,You experience trouble make but table later together.
FF-100170,2024-05-11,2024-05-12,,Corona,San Bernardino,7.34,21,CANCELLED,zosborn@example.net,EMP-009,RT-013,,Property remember nearly face feel church remember record company.
FF-100171,2021-06-23,2021-06-26,,Corona,San Bernardino,285.54,26,PICKED_UP,william13@example.org,EMP-033,RT-010,,So ago network hard sound necessary partner beat finally.
FF-100172,11/03/2021,2021-11-08,,San Bernardino,Anaheim,10.6,10,DELAYED,xfox@example.com,EMP-035,RT-011,,
FF-100173,2022-10-08,10/09/2022,,Long Beach,Riverside,92.48,4,DELAYED,martinezlogan@example.org,EMP-020,RT-022,,
FF-100174,2025-10-15,2025-10-18,,Pomona,Corona,82.83,9,PICKED_UP,howens@example.com,EMP-048,RT-025,,
FF-100175,2024-03-07,03/11/2024,,Los Angeles,San Bernardino,213.09,11,OUT_FOR_DELIVERY,nataliedeleon@example.net,EMP-024,RT-006,CTN210493305,
FF-100176,2021-08-28,2021-09-01,,Riverside,Los Angeles,65.11,10,IN_TRANSIT,katrinaanderson@example.net,EMP-012,RT-030,,Story million fight class various different.
FF-100177,2022-01-25,01/30/2022,2022-01-28,Corona,Anaheim,71.94,3,DELIVERED,meghan43@example.net,EMP-026,RT-003,,
FF-100178,2024-01-01,01/04/2024,,Corona,Long Beach,169.22,32,OUT_FOR_DELIVERY,david49@example.net,EMP-050,RT-025,CTN686863518,
FF-100179,2021-05-28,2021-06-01,2021-06-03,Riverside,Irvine,87.85,16,DELIVERED,shawgary@example.net,EMP-027,RT-016,,
FF-100180,2024-08-27,2024-08-28,,Fontana,San Bernardino,69.86,41,OUT_FOR_DELIVERY,georgeweber@example.net,EMP-026,RT-003,,Successful nor stay agreement animal political.
FF-100181,2023-12-09,12/12/2023,,Anaheim,Irvine,55.0,50,PICKED_UP,debra96@example.net,EMP-038,RT-004,CTN276496293,Marriage phone face what lot.
FF-100182,11/27/2021,11/29/2021,2021-12-01,Los Angeles,San Bernardino,27.44,46,DELIVERED,eevans@example.net,EMP-045,RT-020,CTN997567367,
FF-100183,2023-09-01,2023-09-05,,Ontario,Riverside,21.67,7,OUT_FOR_DELIVERY,moorerobert@example.com,EMP-009,RT-004,CTN991605503,
FF-100184,2025-12-15,12/16/2025,,San Bernardino,Anaheim,28.84,5,PENDING,matthewthomas@example.net,EMP-013,RT-029,,
FF-100185,08/13/2024,2024-08-17,2024-08-21,Riverside,Long Beach,12.4,28,DELIVERED,jessica56@example.org,EMP-012,RT-012,CTN300951978,Middle blood drop business last cell anything war ten industry while.
FF-100186,2022-12-19,2022-12-23,,Riverside,Ontario,33.92,13,PENDING,lisapeck@example.net,EMP-042,RT-029,,Couple city you level these market bed hotel lead drive on any.
FF-100187,2024-07-27,2024-08-01,,Fontana,Anaheim,32.16,39,IN_TRANSIT,troy74@example.net,EMP-015,RT-001,,
FF-100188,2022-10-15,10/17/2022,,Ontario,San Bernardino,41.59,48,IN_TRANSIT,booneryan@example.com,EMP-004,RT-025,,Shake hand hundred now crime network available mean share evidence.
FF-100189,05/05/2025,2025-05-08,,Anaheim,Riverside,10.12,13,DELAYED,andersoncolin@example.com,EMP-032,RT-018,,Newspaper hand certain own husband.
FF-100190,2025-12-02,2025-12-04,,Corona,Long Beach,20.07,12,IN_TRANSIT,williamsderrick@example.com,EMP-021,RT-002,CTN729866807,
FF-100191,2023-04-15,04/18/2023,,Irvine,San Bernardino,164.84,28,IN_TRANSIT,jstone@example.net,EMP-041,RT-016,,Cause use five hotel pattern successful order medical meeting majority none little admit former body.
FF-100192,2023-02-13,2023-02-16,,Ontario,Fontana,25.91,47,PENDING,ysilva@example.net,EMP-001,RT-023,,Ago listen whose situation simply.
FF-100193,03/10/2022,03/13/2022,03/14/2022,San Bernardino,Pomona,20.06,41,DELIVERED,jennifersilva@example.org,EMP-006,RT-027,,
FF-100194,07/25/2023,2023-07-29,2023-07-29,Riverside,San Bernardino,68.04,27,DELIVERED,rhernandez@example.org,EMP-032,RT-029,,Occur red course.
FF-100195,2021-07-06,2021-07-09,,Riverside,Anaheim,68.28,25,IN_TRANSIT,jedwards@example.com,EMP-011,RT-024,CTN199970392,Improve simple turn their save artist catch debate foot.
FF-100196,04/04/2023,04/06/2023,,Riverside,Ontario,57.94,27,DELAYED,ufox@example.org,EMP-045,RT-018,,
FF-100197,09/14/2021,2021-09-17,,Fontana,Ontario,162.11,41,PENDING,vbarr@example.net,EMP-039,RT-016,CTN127633490,Put test race sound enough machine whatever everything.
FF-100198,2024-12-30,01/04/2025,,Los Angeles,San Bernardino,87.8,24,IN_TRANSIT,jeffrey44@example.net,EMP-025,RT-012,CTN147907058,Real major look night various return explain of myself.
FF-100199,02/22/2025,2025-02-25,2025-03-01,San Bernardino,Ontario,123.02,36,DELIVERED,xcardenas@example.org,EMP-004,RT-027,,Among western bad under pretty section degree still even no even.
FF-100200,2024-08-07,2024-08-12,2024-08-12,Riverside,Corona,25.94,8,DELIVERED,gilbertbrenda@example.org,EMP-049,RT-015,CTN279491823,
FF-100201,03/11/2023,2023-03-12,,Corona,Los Angeles,10.09,18,PENDING,santiagoamanda@example.net,EMP-034,RT-015,,Appear including response beyond side accept nearly upon imagine various.
FF-100202,2024-07-21,07/22/2024,2024-07-25,San Bernardino,Ontario,21.34,27,DELIVERED,mwoods@example.com,EMP-017,RT-013,,Experience arrive shoulder present discussion school sure also TV individual study.
FF-100203,09/03/2021,2021-09-07,,Anaheim,Long Beach,38.91,20,DELAYED,osbornrandy@example.com,EMP-020,RT-009,,
FF-100204,06/26/2025,2025-06-30,2025-06-29,Anaheim,Los Angeles,29.32,13,DELIVERED,sharonhayden@example.com,EMP-029,RT-007,,Across nothing blue work expect writer myself.
FF-100205,2026-04-30,2026-05-05,,Ontario,Corona,64.44,4,PENDING,ismall@example.net,EMP-016,RT-002,,
FF-100206,2022-10-03,2022-10-06,,San Bernardino,Riverside,194.56,29,IN_TRANSIT,znelson@example.org,EMP-012,RT-028,,Class learn either control say so nothing serious compare.
FF-100207,04/24/2022,2022-04-29,2022-04-30,Irvine,Riverside,81.45,44,DELIVERED,gwilcox@example.com,EMP-014,RT-009,,Husband believe.
FF-100208,2023-07-06,2023-07-09,,Los Angeles,Fontana,10.71,14,IN_TRANSIT,thomasboyle@example.org,EMP-030,RT-010,,
FF-100209,2025-01-10,2025-01-15,2025-01-17,Anaheim,Corona,20.92,22,DELIVERED,patrick74@example.com,EMP-018,RT-021,,Old of end growth door property let.
FF-100210,2025-06-11,2025-06-12,2025-06-14,Anaheim,Ontario,11.58,17,DELIVERED,richardshaw@example.net,EMP-027,RT-013,,Real police wait happen determine whatever.
FF-100211,2026-02-10,02/15/2026,,Los Angeles,Ontario,50.8,17,PICKED_UP,vhernandez@example.net,EMP-047,RT-026,,
FF-100212,10/26/2025,2025-10-29,,Los Angeles,Fontana,44.75,38,IN_TRANSIT,robert87@example.net,EMP-019,RT-015,,Seven quite other skin.
FF-100213,2026-04-13,04/15/2026,,Irvine,Riverside,45.39,37,PENDING,xrice@example.org,EMP-030,RT-005,,
FF-100214,2022-12-07,2022-12-09,12/09/2022,Riverside,Pomona,87.91,37,DELIVERED,brownamy@example.net,EMP-049,RT-006,,
FF-100215,06/23/2021,2021-06-26,2021-06-27,Long Beach,Irvine,36.25,47,DELIVERED,ashleyhernandez@example.com,EMP-016,RT-008,,Kind quite response major together knowledge argue.
FF-100216,04/17/2023,04/21/2023,,Pomona,Corona,33.46,22,DELIVERED,williambryant@example.org,EMP-032,RT-012,,Left southern rich how staff second official and general as yes various attorney.
FF-100217,2025-05-21,2025-05-22,,San Bernardino,Irvine,11.11,40,IN_TRANSIT,ajohnson@example.org,EMP-004,RT-020,,
FF-100218,2024-01-22,01/24/2024,,Pomona,Los Angeles,8.8,44,PICKED_UP,katiegood@example.net,EMP-041,RT-001,,
FF-100219,2025-06-06,06/11/2025,,San Bernardino,Corona,47.35,13,PENDING,ybrooks@example.com,EMP-039,RT-007,,
FF-100220,2023-04-03,2023-04-05,,Long Beach,Pomona,45.21,43,PENDING,rbennett@example.net,EMP-006,RT-030,CTN716491837,
FF-100221,12/17/2023,2023-12-20,,Los Angeles,Long Beach,189.01,3,IN_TRANSIT,desireebailey@example.org,EMP-019,RT-012,,Hotel camera without strong series without.
FF-100222,05/28/2023,2023-06-01,,Ontario,Irvine,58.38,18,DELAYED,inunez@example.com,EMP-047,RT-003,,Here discover leave choice country themselves.
FF-100223,01/12/2022,2022-01-14,2022-01-12,Irvine,Ontario,224.95,7,DELIVERED,johnsondonna@example.net,EMP-027,RT-030,,
FF-100224,2024-02-19,2024-02-20,2024-02-25,Ontario,Pomona,26.5,3,DELIVERED,allencarlos@example.net,EMP-005,RT-009,,Land public the each analysis keep music.
FF-100225,2023-10-29,10/31/2023,,Corona,San Bernardino,15.82,10,IN_TRANSIT,taylorvictoria@example.org,EMP-036,RT-029,,Five our pull fly few century produce.
FF-100226,2023-04-03,04/06/2023,,Anaheim,Long Beach,9.71,15,PENDING,roberthill@example.net,EMP-036,RT-021,,
FF-100227,03/09/2024,2024-03-10,,Anaheim,San Bernardino,11.16,1,PENDING,conniesimmons@example.com,EMP-006,RT-026,,
FF-100228,12/23/2025,2025-12-25,2025-12-28,Anaheim,Riverside,64.58,36,DELIVERED,comptonshelly@example.net,EMP-050,RT-020,,
FF-100229,2024-04-29,2024-05-02,04/30/2024,Los Angeles,Corona,83.81,46,DELIVERED,ufloyd@example.net,EMP-048,RT-024,,Impact feel contain Mrs drive different tax.
FF-100230,2024-12-12,2024-12-17,,Irvine,Riverside,16.4,29,PENDING,lindamelendez@example.net   ,EMP-030,RT-022,,Whose newspaper care drug data position two suggest begin right couple environmental.
FF-100231,2025-04-11,04/16/2025,,Pomona,Ontario,39.9,43,PICKED_UP,russojacob@example.net,EMP-039,RT-020,,Describe decade trade field training deep couple scientist section senior trial receive region.
FF-100232,2023-12-09,2023-12-11,,Anaheim,Los Angeles,21.57,39,PENDING,jherman@example.com,EMP-045,RT-029,,Herself move grow end mention market better wonder light style trial.
FF-100233,2025-04-01,2025-04-04,,Corona,Los Angeles,95.42,12,DELAYED,lawrence09@example.org,EMP-033,RT-018,,Administration network once.
FF-100234,2026-04-27,05/01/2026,2026-04-30,Pomona,Los Angeles,106.22,2,DELIVERED,mphillips@example.com,EMP-025,RT-005,CTN160778918,Here street material pressure range.
FF-100235,2021-12-21,2021-12-26,2021-12-27,Anaheim,Pomona,31.15,16,DELIVERED,kathryn77@example.com,EMP-033,RT-026,,
FF-100236,2025-07-27,2025-07-30,,Riverside,San Bernardino,9.19,50,PICKED_UP,jessicabell@example.org,EMP-029,RT-027,CTN780525215,
FF-100237,2023-12-01,12/03/2023,,Long Beach,Anaheim,326.01,48,CANCELLED,iwhite@example.net,EMP-033,RT-004,,Model stuff avoid stand any according case piece.
FF-100238,2022-04-05,04/08/2022,,Ontario,Riverside,105.18,50,OUT_FOR_DELIVERY,mannalbert@example.net,EMP-041,RT-020,,Health pay project pattern low maintain according necessary activity morning ever within admit spend.
FF-100239,2022-04-17,2022-04-21,,San Bernardino,Corona,15.46,14,OUT_FOR_DELIVERY,ldrake@example.org,EMP-043,RT-011,,Modern drive people education great some bad where.
FF-100240,09/30/2022,2022-10-05,,Anaheim,Pomona,56.19,16,DELAYED,scunningham@example.org,EMP-003,RT-022,,Range summer president teach.
FF-100241,11/25/2025,2025-11-30,,Anaheim,Corona,259.14,13,IN_TRANSIT,davisnicholas@example.net,EMP-021,RT-017,CTN203032434,Argue act commercial matter its six not teach believe month amount deep test thought.
FF-100242,07/21/2022,2022-07-26,2022-07-30,Irvine,San Bernardino,59.24,42,DELIVERED,enelson@example.net,EMP-005,RT-024,,Tonight nor allow up fire which onto sell.
FF-100243,2023-12-05,12/09/2023,,Irvine,Fontana,146.55,35,IN_TRANSIT,thickman@example.org,EMP-001,RT-021,,Drive strong home to forward.
FF-100244,12/23/2022,2022-12-27,,Los Angeles,San Bernardino,38.8,43,IN_TRANSIT,krystalnorris@example.org,EMP-002,RT-016,CTN336079027,Seat generation best discussion away painting pass other why for plant situation.
FF-100245,2024-07-02,07/07/2024,,Anaheim,Riverside,116.68,26,PENDING,whenry@example.net,EMP-035,RT-018,,It quickly produce beat peace something require bank child.
FF-100246,06/27/2022,2022-06-28,,Corona,Los Angeles,46.45,37,PICKED_UP,jodistewart@example.org,EMP-004,RT-028,,
FF-100247,2023-04-03,2023-04-06,,Long Beach,Pomona,25.61,40,PENDING,smithkyle@example.com,EMP-005,RT-029,CTN621689527,Bill beautiful issue news mention billion bed.
FF-100248,02/26/2023,2023-02-28,2023-03-04,Ontario,Riverside,22.63,18,DELIVERED,carlsonkristen@example.com,EMP-024,RT-005,,Factor hold be top toward within.
FF-100249,2022-07-02,2022-07-05,2022-07-04,Ontario,Corona,24.57,33,DELIVERED,ginajackson@example.com,EMP-041,RT-001,,Environmental certainly cold every feel site.
FF-100250,2022-02-24,02/28/2022,,Long Beach,Anaheim,4.1,6,OUT_FOR_DELIVERY,johnathan37@example.net,EMP-026,RT-012,,
FF-100251,05/27/2022,2022-06-01,,Fontana,Ontario,8.07,48,DELAYED,stephentaylor@example.org,EMP-047,RT-016,,Forward per sound forget friend spring teacher wind carry fly water cut.
FF-100252,2024-01-12,2024-01-16,2024-01-14,Anaheim,Fontana,3.64,42,DELIVERED,gregory65@example.com,EMP-021,RT-004,,Whose site for exactly skill half usually customer young.
FF-100253,10/23/2022,10/27/2022,,San Bernardino,Corona,39.37,23,DELAYED,erinpierce@example.net,EMP-032,RT-026,,
FF-100254,06/12/2022,06/14/2022,,Long Beach,Ontario,90.53,46,IN_TRANSIT,nhahn@example.com,EMP-008,RT-022,CTN970989978,Story attorney summer some.
FF-100255,2021-08-22,2021-08-24,,Riverside,Los Angeles,69.87,3,OUT_FOR_DELIVERY,ttaylor@example.org,EMP-037,RT-005,CTN377304178,
FF-100256,08/12/2022,2022-08-16,2022-08-21,Los Angeles,San Bernardino,109.42,31,DELIVERED,donna66@example.org,EMP-011,RT-008,,
FF-100257,2022-09-08,2022-09-12,,Fontana,San Bernardino,55.81,33,IN_TRANSIT,eewing@example.net,EMP-044,RT-014,,
FF-100258,2024-02-07,2024-02-09,,San Bernardino,Ontario,50.6,35,DELAYED,sferguson@example.com,EMP-001,RT-029,,
FF-100259,2023-05-13,05/18/2023,05/17/2023,Fontana,Irvine,16.71,50,DELIVERED,gibbsmichael@example.net,EMP-015,RT-030,,Point be shoulder price great positive and worker quality hundred sell whole involve action else member.
FF-100260,2023-09-10,09/13/2023,,Long Beach,Irvine,46.8,28,PENDING,seanmyers@example.net,EMP-042,RT-019,CTN675638242,Real character young lot far turn beat story role give gas six.
FF-100261,2022-05-27,2022-05-30,,Pomona,Fontana,1.69,37,OUT_FOR_DELIVERY,gbailey@example.com,EMP-023,RT-025,,
FF-100262,08/08/2022,08/13/2022,,Ontario,San Bernardino,44.9,22,IN_TRANSIT,tflores@example.org,EMP-036,RT-020,,
FF-100263,2021-11-22,2021-11-23,,Corona,Irvine,12.89,47,IN_TRANSIT,johnsonmatthew@example.org,EMP-025,RT-030,,
FF-100264,2021-06-16,06/18/2021,06/20/2021,Fontana,Pomona,89.49,13,DELIVERED,sarahyang@example.net,EMP-003,RT-026,,Necessary former interview left something.
FF-100265,2025-02-25,2025-03-01,,Irvine,Anaheim,34.95,46,IN_TRANSIT,jacobsandoval@example.com,EMP-005,RT-030,CTN405472873,
FF-100266,2023-08-31,2023-09-05,,Long Beach,Pomona,39.15,12,PENDING,mclaughlinnicole@example.com,EMP-027,RT-017,CTN177723844,Involve above Democrat everything region somebody officer son Mr hand culture box.
FF-100267,2025-04-16,2025-04-20,,Corona,Los Angeles,6.81,49,DELAYED,orose@example.com,EMP-022,RT-025,,Home hotel box goal leader.
FF-100268,2023-09-17,2023-09-20,,Long Beach,Irvine,17.07,1,OUT_FOR_DELIVERY,lisamccarthy@example.com,EMP-045,RT-027,CTN408474841,Opportunity public finish draw bring health center home others offer institution main.
FF-100269,08/01/2025,08/03/2025,,Los Angeles,Ontario,54.99,17,IN_TRANSIT,angelaburns@example.org,EMP-014,RT-008,CTN368108429,
FF-100270,09/07/2025,09/12/2025,,Fontana,Riverside,156.0,31,DELAYED,leonardhayes@example.org,EMP-024,RT-020,,
FF-100271,08/18/2023,2023-08-20,2023-08-20,Pomona,Los Angeles,179.36,31,DELIVERED,stephanie72@example.org,EMP-035,RT-002,,White measure manager range indeed style.
FF-100272,2023-06-05,06/10/2023,06/10/2023,San Bernardino,Irvine,60.22,36,DELIVERED,kjackson@example.org,EMP-017,RT-008,CTN758293983,Factor ever Mrs collection leader.
FF-100273,2025-12-18,2025-12-19,2025-12-20,Ontario,Los Angeles,5.2,13,DELIVERED,hdunn@example.net,EMP-010,RT-026,,Environmental myself.
FF-100274,2024-07-20,2024-07-25,,Los Angeles,Anaheim,16.92,7,PENDING,amber07@example.net,EMP-045,RT-006,CTN973830502,Wrong bill stop seem.
FF-100275,2021-07-05,2021-07-09,,Los Angeles,Irvine,186.31,13,PENDING,nancy07@example.com,EMP-037,RT-019,,Television beautiful tend bring speech decide scene ready.
FF-100276,12/31/2023,01/02/2024,2024-01-05,Irvine,Los Angeles,4.95,27,DELIVERED,imartin@example.org,EMP-041,RT-020,,
FF-100277,10/11/2025,2025-10-14,2025-10-19,Los Angeles,Pomona,19.17,2,DELIVERED,lindahudson@example.net,EMP-009,RT-024,CTN370203915,
FF-100278,05/03/2024,2024-05-04,,Riverside,Fontana,45.97,40,PENDING,candice25@example.net,EMP-010,RT-003,,
FF-100279,2021-08-05,2021-08-08,2021-08-11,Ontario,Riverside,69.27,35,DELIVERED,keith48@example.net,EMP-018,RT-018,,
FF-100280,2023-05-07,2023-05-11,,Pomona,Los Angeles,14.22,6,OUT_FOR_DELIVERY,taylorkaren@example.com   ,EMP-029,RT-010,,Yeah term camera tend economic.
FF-100281,2025-08-20,2025-08-24,,Riverside,Pomona,39.57,39,IN_TRANSIT,maria67@example.org,EMP-015,RT-026,CTN501197060,Plan physical heart away some shoulder idea seek reason theory lawyer maintain old than suggest.
FF-100282,2021-11-04,11/08/2021,2021-11-10,Long Beach,Anaheim,5.59,19,DELIVERED,simonstephen@example.net,EMP-042,RT-024,,Sure somebody huge why station manager follow.
FF-100283,2021-07-04,2021-07-06,,Long Beach,Irvine,17.71,7,PENDING,matthew92@example.net,EMP-019,RT-009,CTN570746273,
FF-100284,12/31/2023,2024-01-01,,Fontana,Anaheim,28.79,49,IN_TRANSIT,rkramer@example.org,EMP-010,RT-002,CTN521359675,Between six least buy tax kid a.
FF-100285,2025-09-21,2025-09-25,,Long Beach,Fontana,64.46,48,PICKED_UP,sharris@example.org,EMP-050,RT-004,,
FF-100286,2024-04-26,04/27/2024,,Riverside,Corona,32.37,41,IN_TRANSIT,erik41@example.net,EMP-020,RT-007,,Economy head tough close how figure record.
FF-100287,2023-08-14,2023-08-16,,Corona,San Bernardino,179.25,31,PENDING,rubendavis@example.org,EMP-045,RT-020,CTN927636977,Degree back order.
FF-100288,2023-05-24,05/26/2023,2023-05-25,Riverside,San Bernardino,52.26,9,DELIVERED,ssmith@example.com,EMP-032,RT-008,,Write institution car audience him room.
FF-100289,2024-07-13,2024-07-16,,Fontana,Pomona,9.11,35,OUT_FOR_DELIVERY,garciamichael@example.com,EMP-023,RT-011,,Him spend themselves political quality attention none particular clearly.
FF-100290,2025-10-01,2025-10-06,,Fontana,Riverside,35.89,12,IN_TRANSIT,jennifer26@example.net,EMP-002,RT-020,,
FF-100291,09/10/2025,09/15/2025,,Pomona,Fontana,26.78,21,PICKED_UP,fheath@example.org,EMP-008,RT-004,,Sell operation himself white.
FF-100292,2024-05-06,2024-05-11,2024-05-13,Irvine,Pomona,90.45,4,DELIVERED,kylie34@example.net,EMP-024,RT-008,,Easy over return expect.
FF-100293,2025-11-07,11/08/2025,2025-11-10,Irvine,Anaheim,6.68,20,DELIVERED,abbottdominique@example.com,EMP-005,RT-007,,Military meeting security far approach today.
FF-100294,2025-09-11,2025-09-16,,Irvine,San Bernardino,24.65,30,IN_TRANSIT,troyrodriguez@example.com,EMP-045,RT-022,,Audience thousand activity guess first hit stuff inside.
FF-100295,2024-06-25,2024-06-28,2024-07-02,Anaheim,Irvine,36.4,47,DELIVERED,kathrynbest@example.org,EMP-021,RT-020,CTN685861719,Onto add democratic two we huge expert.
FF-100296,2024-04-20,04/22/2024,,Corona,Riverside,11.51,20,CANCELLED,zhenderson@example.org,EMP-001,RT-010,,Mrs check base bad TV window choice force only shake power.
FF-100297,12/05/2021,2021-12-06,,Pomona,Ontario,51.24,38,IN_TRANSIT,collinssamuel@example.org,EMP-016,RT-008,CTN422447282,Each under break partner area program.
FF-100298,2024-09-26,2024-09-29,,Fontana,San Bernardino,63.56,37,PENDING,davidzimmerman@example.net,EMP-025,RT-003,,
FF-100299,2024-12-14,2024-12-18,,Long Beach,Riverside,13.92,37,PENDING,martinstephanie@example.net,EMP-010,RT-011,,Situation result cold camera sit.
FF-100300,2023-10-27,2023-10-30,2023-10-30,San Bernardino,Los Angeles,28.97,9,DELIVERED,jessica10@example.com,EMP-022,RT-003,,
